id_madrasah,kelas,rumpun_pai,rata_nilai,persen_tuntas,n_siswa
MDR00022,12,Akidah-Akhlak,72.2,73.9,29
MDR00022,12,Fikih,72.9,81.1,28
MDR00022,12,SKI,70.8,83.8,32
MDR00022,12,Quran-Hadis,74.1,73.3,31
MDR00022,12,Bahasa Arab,69.8,73.2,30
MDR00023,7,Akidah-Akhlak,60.2,49.2,38
MDR00023,7,Fikih,61.8,49.2,34
MDR00023,7,SKI,57.6,52.2,38
MDR00023,7,Quran-Hadis,58.8,38.6,33
MDR00023,7,Bahasa Arab,60.1,52.5,35
MDR00023,8,Akidah-Akhlak,62.6,49.1,37
MDR00023,8,Fikih,60.0,46.7,35
MDR00023,8,SKI,56.9,38.8,30
MDR00023,8,Quran-Hadis,59.6,48.5,33
MDR00023,8,Bahasa Arab,61.8,55.5,31
MDR00023,9,Akidah-Akhlak,56.4,51.9,38
MDR00023,9,Fikih,50.3,26.4,30
MDR00023,9,SKI,55.6,40.7,31
MDR00023,9,Quran-Hadis,64.2,57.7,39
MDR00023,9,Bahasa Arab,59.5,39.5,30
MDR00024,1,Akidah-Akhlak,79.1,100,28
MDR00024,1,Fikih,82.3,100,30
MDR00024,1,SKI,82.5,100,33
MDR00024,1,Quran-Hadis,83.0,100,27
MDR00024,1,Bahasa Arab,81.3,100,29
MDR00024,2,Akidah-Akhlak,80.0,100,30
MDR00024,2,Fikih,82.1,100,26
MDR00024,2,SKI,82.7,100,26
MDR00024,2,Quran-Hadis,77.4,96.7,28
MDR00024,2,Bahasa Arab,77.9,97.8,31
MDR00024,3,Akidah-Akhlak,85.0,100,31
MDR00024,3,Fikih,81.0,100,27
MDR00024,3,SKI,73.6,74.1,33
MDR00024,3,Quran-Hadis,81.0,100,32
MDR00024,3,Bahasa Arab,79.1,97.2,29
MDR00024,4,Akidah-Akhlak,82.1,100,32
MDR00024,4,Fikih,88.9,100,29
MDR00024,4,SKI,84.8,100,32
MDR00024,4,Quran-Hadis,84.7,100,30
MDR00024,4,Bahasa Arab,80.1,83.9,35
MDR00024,5,Akidah-Akhlak,83.7,100,35
MDR00024,5,Fikih,79.3,92.7,29
MDR00024,5,SKI,76.9,93.3,27
MDR00024,5,Quran-Hadis,81.6,98.8,33
MDR00024,5,Bahasa Arab,79.3,99.7,31
MDR00024,6,Akidah-Akhlak,79.1,98.6,29
MDR00024,6,Fikih,79.7,100,34
MDR00024,6,SKI,85.9,100,29
MDR00024,6,Quran-Hadis,81.9,100,33
MDR00024,6,Bahasa Arab,81.1,100,30
MDR00025,10,Akidah-Akhlak,77.5,100,72
MDR00025,10,Fikih,74.5,93.5,78
MDR00025,10,SKI,68.1,73.5,64
MDR00025,10,Quran-Hadis,74.4,87.9,75
MDR00025,10,Bahasa Arab,71.1,79.2,71
MDR00025,11,Akidah-Akhlak,72.7,85.6,68
MDR00025,11,Fikih,71.1,79.5,64
MDR00025,11,SKI,68.0,74.0,75
MDR00025,11,Quran-Hadis,70.0,79.1,73
MDR00025,11,Bahasa Arab,70.8,69.6,64
MDR00025,12,Akidah-Akhlak,77.3,95.4,60
MDR00025,12,Fikih,78.1,90.8,76
MDR00025,12,SKI,70.4,72.9,79
MDR00025,12,Quran-Hadis,76.0,90.6,68
MDR00025,12,Bahasa Arab,71.0,78.0,69
MDR00026,1,Akidah-Akhlak,77.3,95.1,30
MDR00026,1,Fikih,80.7,100,34
MDR00026,1,SKI,77.7,93.6,26
MDR00026,1,Quran-Hadis,85.5,100,34
MDR00026,1,Bahasa Arab,80.1,100,33
MDR00026,2,Akidah-Akhlak,83.9,100,33
MDR00026,2,Fikih,73.3,90.3,31
MDR00026,2,SKI,78.3,91.0,32
MDR00026,2,Quran-Hadis,80.1,100,35
MDR00026,2,Bahasa Arab,77.6,93.2,32
MDR00026,3,Akidah-Akhlak,79.5,100,34
MDR00026,3,Fikih,78.1,86.2,31
MDR00026,3,SKI,76.9,86.5,28
MDR00026,3,Quran-Hadis,80.5,99.2,31
MDR00026,3,Bahasa Arab,83.5,100,33
MDR00026,4,Akidah-Akhlak,86.4,100,30
MDR00026,4,Fikih,81.3,97.8,34
MDR00026,4,SKI,80.1,100,33
MDR00026,4,Quran-Hadis,75.1,77.8,30
MDR00026,4,Bahasa Arab,77.7,90.3,28
MDR00026,5,Akidah-Akhlak,84.1,100,31
MDR00026,5,Fikih,80.7,100,35
MDR00026,5,SKI,77.0,96.0,30
MDR00026,5,Quran-Hadis,79.8,94.2,26
MDR00026,5,Bahasa Arab,78.9,94.7,33
MDR00026,6,Akidah-Akhlak,84.0,100,26
MDR00026,6,Fikih,80.3,100,29
MDR00026,6,SKI,81.0,100,28
MDR00026,6,Quran-Hadis,82.6,100,31
MDR00026,6,Bahasa Arab,76.8,97.3,33
MDR00027,1,Akidah-Akhlak,78.3,96.1,39
MDR00027,1,Fikih,78.3,95.0,43
MDR00027,1,SKI,78.8,88.3,47
MDR00027,1,Quran-Hadis,80.0,89.7,39
MDR00027,1,Bahasa Arab,82.6,96.1,42
MDR00027,2,Akidah-Akhlak,81.9,100,48
MDR00027,2,Fikih,84.9,100,46
MDR00027,2,SKI,82.4,100,45
MDR00027,2,Quran-Hadis,82.2,99.4,49
MDR00027,2,Bahasa Arab,79.7,97.8,44
MDR00027,3,Akidah-Akhlak,84.2,100,40
MDR00027,3,Fikih,80.8,96.6,41
MDR00027,3,SKI,78.8,93.4,43
MDR00027,3,Quran-Hadis,76.5,95.2,44
MDR00027,3,Bahasa Arab,77.3,97.2,49
MDR00027,4,Akidah-Akhlak,83.2,100,39
MDR00027,4,Fikih,79.0,98.4,40
MDR00027,4,SKI,78.6,97.5,46
MDR00027,4,Quran-Hadis,86.9,100,42
MDR00027,4,Bahasa Arab,75.6,80.6,41
MDR00027,5,Akidah-Akhlak,76.3,93.8,37
MDR00027,5,Fikih,79.2,100,44
MDR00027,5,SKI,76.2,99.3,45
MDR00027,5,Quran-Hadis,81.1,98.8,41
MDR00027,5,Bahasa Arab,81.3,100,41
MDR00027,6,Akidah-Akhlak,83.1,100,45
MDR00027,6,Fikih,77.8,97.5,37
MDR00027,6,SKI,81.6,95.2,37
MDR00027,6,Quran-Hadis,78.8,99.9,42
MDR00027,6,Bahasa Arab,81.5,100,38
MDR00028,1,Akidah-Akhlak,81.6,100,8
MDR00028,1,Fikih,83.7,100,11
MDR00028,1,SKI,77.0,92.3,9
MDR00028,1,Quran-Hadis,79.8,100,8
MDR00028,1,Bahasa Arab,82.0,100,10
MDR00028,2,Akidah-Akhlak,82.4,97.9,10
MDR00028,2,Fikih,81.6,94.8,9
MDR00028,2,SKI,88.3,100,11
MDR00028,2,Quran-Hadis,79.8,98.6,10
MDR00028,2,Bahasa Arab,81.3,100,8
MDR00028,3,Akidah-Akhlak,77.6,93.5,11
MDR00028,3,Fikih,81.9,100,9
MDR00028,3,SKI,80.0,100,9
MDR00028,3,Quran-Hadis,78.2,93.1,9
MDR00028,3,Bahasa Arab,77.1,93.2,8
MDR00028,4,Akidah-Akhlak,82.3,100,11
MDR00028,4,Fikih,81.7,99.3,9
MDR00028,4,SKI,81.9,100,11
MDR00028,4,Quran-Hadis,83.5,100,11
MDR00028,4,Bahasa Arab,82.6,100,8
MDR00028,5,Akidah-Akhlak,84.1,100,8
MDR00028,5,Fikih,82.2,100,9
MDR00028,5,SKI,81.5,100,10
MDR00028,5,Quran-Hadis,83.1,100,11
MDR00028,5,Bahasa Arab,77.4,84.4,10
MDR00028,6,Akidah-Akhlak,78.0,100,10
MDR00028,6,Fikih,77.6,95.0,8
MDR00028,6,SKI,81.9,100,10
MDR00028,6,Quran-Hadis,80.3,100,11
MDR00028,6,Bahasa Arab,79.1,100,9
MDR00029,1,Akidah-Akhlak,77.5,96.9,26
MDR00029,1,Fikih,71.9,84.3,22
MDR00029,1,SKI,74.8,83.0,30
MDR00029,1,Quran-Hadis,72.7,86.1,22
MDR00029,1,Bahasa Arab,72.4,85.4,27
MDR00029,2,Akidah-Akhlak,78.1,89.6,28
MDR00029,2,Fikih,70.1,83.2,24
MDR00029,2,SKI,70.0,71.4,24
MDR00029,2,Quran-Hadis,68.9,70.4,22
MDR00029,2,Bahasa Arab,72.7,84.5,27
MDR00029,3,Akidah-Akhlak,71.7,83.2,30
MDR00029,3,Fikih,71.8,75.8,24
MDR00029,3,SKI,73.2,83.0,29
MDR00029,3,Quran-Hadis,71.9,87.5,29
MDR00029,3,Bahasa Arab,76.7,91.8,27
MDR00029,4,Akidah-Akhlak,79.5,100,28
MDR00029,4,Fikih,71.2,74.9,25
MDR00029,4,SKI,64.1,56.2,23
MDR00029,4,Quran-Hadis,68.7,76.0,22
MDR00029,4,Bahasa Arab,70.7,81.7,25
MDR00029,5,Akidah-Akhlak,72.5,79.6,24
MDR00029,5,Fikih,75.8,93.3,24
MDR00029,5,SKI,66.0,67.1,25
MDR00029,5,Quran-Hadis,75.4,86.2,28
MDR00029,5,Bahasa Arab,72.7,87.0,24
MDR00029,6,Akidah-Akhlak,76.2,96.9,29
MDR00029,6,Fikih,71.4,69.7,29
MDR00029,6,SKI,66.5,59.0,23
MDR00029,6,Quran-Hadis,80.1,100,24
MDR00029,6,Bahasa Arab,68.6,70.8,23
MDR00030,7,Akidah-Akhlak,79.0,100,90
MDR00030,7,Fikih,77.3,93.5,84
MDR00030,7,SKI,74.4,92.6,100
MDR00030,7,Quran-Hadis,77.2,88.1,85
MDR00030,7,Bahasa Arab,76.2,88.1,112
MDR00030,8,Akidah-Akhlak,75.3,84.9,113
MDR00030,8,Fikih,77.1,90.4,90
MDR00030,8,SKI,75.2,83.5,104
MDR00030,8,Quran-Hadis,79.8,100,109
MDR00030,8,Bahasa Arab,78.1,96.1,111
MDR00030,9,Akidah-Akhlak,76.7,87.0,108
MDR00030,9,Fikih,77.5,91.0,106
MDR00030,9,SKI,75.6,83.5,106
MDR00030,9,Quran-Hadis,78.9,100,92
MDR00030,9,Bahasa Arab,74.1,83.6,108
MDR00031,1,Akidah-Akhlak,90.4,100,36
MDR00031,1,Fikih,84.8,100,34
MDR00031,1,SKI,84.0,100,35
MDR00031,1,Quran-Hadis,91.8,100,31
MDR00031,1,Bahasa Arab,86.4,100,33
MDR00031,2,Akidah-Akhlak,89.7,100,37
MDR00031,2,Fikih,92.5,100,29
MDR00031,2,SKI,84.1,99.7,32
MDR00031,2,Quran-Hadis,90.0,100,33
MDR00031,2,Bahasa Arab,87.4,100,30
MDR00031,3,Akidah-Akhlak,94.3,100,33
MDR00031,3,Fikih,89.8,100,32
MDR00031,3,SKI,91.5,100,28
MDR00031,3,Quran-Hadis,87.7,100,34
MDR00031,3,Bahasa Arab,89.8,100,36
MDR00031,4,Akidah-Akhlak,91.6,100,33
MDR00031,4,Fikih,84.4,100,29
MDR00031,4,SKI,83.2,100,29
MDR00031,4,Quran-Hadis,89.2,100,34
MDR00031,4,Bahasa Arab,87.6,100,33
MDR00031,5,Akidah-Akhlak,93.2,100,31
MDR00031,5,Fikih,88.0,100,36
MDR00031,5,SKI,87.0,100,28
MDR00031,5,Quran-Hadis,87.6,100,31
MDR00031,5,Bahasa Arab,84.9,100,31
MDR00031,6,Akidah-Akhlak,88.6,100,36
MDR00031,6,Fikih,92.6,100,30
MDR00031,6,SKI,88.4,100,30
MDR00031,6,Quran-Hadis,88.7,100,35
MDR00031,6,Bahasa Arab,92.4,100,32
MDR00032,1,Akidah-Akhlak,73.9,94.2,14
MDR00032,1,Fikih,72.7,77.4,13
MDR00032,1,SKI,65.1,61.4,11
MDR00032,1,Quran-Hadis,70.4,79.3,13
MDR00032,1,Bahasa Arab,72.0,78.3,11
MDR00032,2,Akidah-Akhlak,72.0,81.2,12
MDR00032,2,Fikih,75.6,81.2,11
MDR00032,2,SKI,70.3,79.3,12
MDR00032,2,Quran-Hadis,71.7,77.8,13
MDR00032,2,Bahasa Arab,64.8,59.4,11
MDR00032,3,Akidah-Akhlak,77.0,94.2,13
MDR00032,3,Fikih,77.6,89.6,13
MDR00032,3,SKI,70.4,75.5,12
MDR00032,3,Quran-Hadis,74.8,87.3,14
MDR00032,3,Bahasa Arab,74.0,81.6,14
MDR00032,4,Akidah-Akhlak,74.8,85.1,11
MDR00032,4,Fikih,73.6,90.7,14
MDR00032,4,SKI,69.3,77.1,11
MDR00032,4,Quran-Hadis,75.6,90.0,13
MDR00032,4,Bahasa Arab,74.5,82.2,11
MDR00032,5,Akidah-Akhlak,73.5,78.4,12
MDR00032,5,Fikih,68.4,76.5,13
MDR00032,5,SKI,74.4,85.8,14
MDR00032,5,Quran-Hadis,73.8,80.9,12
MDR00032,5,Bahasa Arab,77.5,95.6,11
MDR00032,6,Akidah-Akhlak,66.4,68.7,12
MDR00032,6,Fikih,72.6,76.1,13
MDR00032,6,SKI,72.2,72.3,14
MDR00032,6,Quran-Hadis,77.6,91.8,11
MDR00032,6,Bahasa Arab,72.8,84.9,14
MDR00033,7,Akidah-Akhlak,68.3,62.6,110
MDR00033,7,Fikih,65.6,65.7,100
MDR00033,7,SKI,66.8,64.0,98
MDR00033,7,Quran-Hadis,66.1,65.4,89
MDR00033,7,Bahasa Arab,73.7,89.3,111
MDR00033,8,Akidah-Akhlak,71.8,92.6,96
MDR00033,8,Fikih,74.0,82.0,102
MDR00033,8,SKI,70.1,69.4,101
MDR00033,8,Quran-Hadis,73.4,88.7,103
MDR00033,8,Bahasa Arab,69.8,69.8,96
MDR00033,9,Akidah-Akhlak,71.4,82.6,117
MDR00033,9,Fikih,69.3,74.3,103
MDR00033,9,SKI,73.8,88.3,115
MDR00033,9,Quran-Hadis,70.4,71.1,90
MDR00033,9,Bahasa Arab,70.7,79.3,108
MDR00034,1,Akidah-Akhlak,74.9,88.3,40
MDR00034,1,Fikih,72.1,78.1,46
MDR00034,1,SKI,74.8,95.4,46
MDR00034,1,Quran-Hadis,75.9,90.0,45
MDR00034,1,Bahasa Arab,75.0,89.0,40
MDR00034,2,Akidah-Akhlak,70.9,82.4,46
MDR00034,2,Fikih,74.4,88.1,44
MDR00034,2,SKI,75.3,82.3,50
MDR00034,2,Quran-Hadis,75.4,83.5,43
MDR00034,2,Bahasa Arab,71.1,80.6,47
MDR00034,3,Akidah-Akhlak,81.6,89.1,41
MDR00034,3,Fikih,70.1,79.8,42
MDR00034,3,SKI,66.3,72.4,49
MDR00034,3,Quran-Hadis,78.1,100,39
MDR00034,3,Bahasa Arab,64.0,65.4,42
MDR00034,4,Akidah-Akhlak,77.2,92.6,42
MDR00034,4,Fikih,70.0,61.5,42
MDR00034,4,SKI,75.9,87.6,47
MDR00034,4,Quran-Hadis,73.3,80.1,38
MDR00034,4,Bahasa Arab,70.6,75.4,37
MDR00034,5,Akidah-Akhlak,72.2,73.9,44
MDR00034,5,Fikih,70.5,71.5,47
MDR00034,5,SKI,74.0,89.7,48
MDR00034,5,Quran-Hadis,76.5,88.9,49
MDR00034,5,Bahasa Arab,73.2,87.3,43
MDR00034,6,Akidah-Akhlak,74.7,91.9,42
MDR00034,6,Fikih,73.0,85.7,42
MDR00034,6,SKI,71.7,86.7,48
MDR00034,6,Quran-Hadis,69.2,76.6,48
MDR00034,6,Bahasa Arab,73.8,86.1,37
MDR00035,10,Akidah-Akhlak,79.8,94.9,98
MDR00035,10,Fikih,75.6,84.3,98
MDR00035,10,SKI,73.6,87.4,94
MDR00035,10,Quran-Hadis,80.7,95.8,112
MDR00035,10,Bahasa Arab,70.8,73.2,110
MDR00035,11,Akidah-Akhlak,76.7,91.2,101
MDR00035,11,Fikih,75.4,81.6,113
MDR00035,11,SKI,75.4,93.7,103
MDR00035,11,Quran-Hadis,74.5,92.1,89
MDR00035,11,Bahasa Arab,71.3,82.2,99
MDR00035,12,Akidah-Akhlak,78.5,94.1,100
MDR00035,12,Fikih,72.7,84.6,111
MDR00035,12,SKI,70.0,79.7,94
MDR00035,12,Quran-Hadis,72.5,73.2,94
MDR00035,12,Bahasa Arab,72.0,78.9,107
MDR00036,1,Akidah-Akhlak,74.0,84.0,25
MDR00036,1,Fikih,72.2,72.9,24
MDR00036,1,SKI,73.6,88.0,27
MDR00036,1,Quran-Hadis,76.0,96.9,24
MDR00036,1,Bahasa Arab,67.6,68.9,26
MDR00036,2,Akidah-Akhlak,72.1,82.2,28
MDR00036,2,Fikih,77.3,92.2,25
MDR00036,2,SKI,67.1,60.2,22
MDR00036,2,Quran-Hadis,73.3,80.5,21
MDR00036,2,Bahasa Arab,69.9,65.9,26
MDR00036,3,Akidah-Akhlak,70.9,74.5,21
MDR00036,3,Fikih,75.9,82.3,28
MDR00036,3,SKI,71.0,82.5,22
MDR00036,3,Quran-Hadis,69.2,72.4,26
MDR00036,3,Bahasa Arab,70.7,77.8,27
MDR00036,4,Akidah-Akhlak,75.0,92.6,25
MDR00036,4,Fikih,64.6,61.1,26
MDR00036,4,SKI,69.9,72.2,24
MDR00036,4,Quran-Hadis,67.0,64.0,23
MDR00036,4,Bahasa Arab,70.3,76.1,21
MDR00036,5,Akidah-Akhlak,72.1,82.4,22
MDR00036,5,Fikih,71.5,79.8,27
MDR00036,5,SKI,66.5,68.2,23
MDR00036,5,Quran-Hadis,63.3,55.6,22
MDR00036,5,Bahasa Arab,71.1,76.8,22
MDR00036,6,Akidah-Akhlak,72.7,83.4,24
MDR00036,6,Fikih,69.2,72.4,21
MDR00036,6,SKI,72.5,77.5,21
MDR00036,6,Quran-Hadis,74.1,85.6,24
MDR00036,6,Bahasa Arab,70.0,63.8,27
MDR00037,1,Akidah-Akhlak,59.0,44.5,29
MDR00037,1,Fikih,60.3,48.0,31
MDR00037,1,SKI,58.6,49.2,26
MDR00037,1,Quran-Hadis,64.0,62.3,28
MDR00037,1,Bahasa Arab,55.2,38.2,29
MDR00037,2,Akidah-Akhlak,54.5,28.2,29
MDR00037,2,Fikih,56.9,44.2,31
MDR00037,2,SKI,56.0,33.8,26
MDR00037,2,Quran-Hadis,59.7,42.5,30
MDR00037,2,Bahasa Arab,62.5,49.1,31
MDR00037,3,Akidah-Akhlak,58.4,44.9,24
MDR00037,3,Fikih,54.3,33.1,28
MDR00037,3,SKI,53.2,31.5,29
MDR00037,3,Quran-Hadis,54.9,35.0,30
MDR00037,3,Bahasa Arab,54.0,28.6,30
MDR00037,4,Akidah-Akhlak,61.2,53.1,29
MDR00037,4,Fikih,56.4,44.5,28
MDR00037,4,SKI,52.2,27.3,28
MDR00037,4,Quran-Hadis,60.8,48.9,25
MDR00037,4,Bahasa Arab,58.0,50.5,29
MDR00037,5,Akidah-Akhlak,55.9,32.8,32
MDR00037,5,Fikih,56.9,48.6,32
MDR00037,5,SKI,52.7,40.0,31
MDR00037,5,Quran-Hadis,59.5,49.2,26
MDR00037,5,Bahasa Arab,62.6,52.2,31
MDR00037,6,Akidah-Akhlak,56.0,37.2,24
MDR00037,6,Fikih,58.0,51.5,25
MDR00037,6,SKI,58.4,41.9,28
MDR00037,6,Quran-Hadis,52.3,34.2,30
MDR00037,6,Bahasa Arab,54.4,39.1,28
MDR00038,7,Akidah-Akhlak,75.9,90.1,65
MDR00038,7,Fikih,81.2,98.3,64
MDR00038,7,SKI,80.0,100,66
MDR00038,7,Quran-Hadis,82.1,100,77
MDR00038,7,Bahasa Arab,72.6,80.1,63
MDR00038,8,Akidah-Akhlak,82.3,100,71
MDR00038,8,Fikih,81.5,97.5,62
MDR00038,8,SKI,76.3,86.7,70
MDR00038,8,Quran-Hadis,78.3,91.0,65
MDR00038,8,Bahasa Arab,81.1,100,78
MDR00038,9,Akidah-Akhlak,80.0,100,60
MDR00038,9,Fikih,75.3,85.5,70
MDR00038,9,SKI,75.3,88.1,66
MDR00038,9,Quran-Hadis,78.9,100,61
MDR00038,9,Bahasa Arab,78.9,97.1,77
MDR00039,7,Akidah-Akhlak,78.6,96.9,102
MDR00039,7,Fikih,81.8,100,99
MDR00039,7,SKI,74.4,85.5,104
MDR00039,7,Quran-Hadis,82.0,99.2,119
MDR00039,7,Bahasa Arab,78.8,100,99
MDR00039,8,Akidah-Akhlak,81.8,100,95
MDR00039,8,Fikih,77.6,89.6,112
MDR00039,8,SKI,87.0,100,94
MDR00039,8,Quran-Hadis,85.1,100,100
MDR00039,8,Bahasa Arab,79.8,100,107
MDR00039,9,Akidah-Akhlak,84.5,100,101
MDR00039,9,Fikih,79.5,95.5,119
MDR00039,9,SKI,80.9,100,108
MDR00039,9,Quran-Hadis,74.8,94.9,110
MDR00039,9,Bahasa Arab,77.7,98.9,91
MDR00040,1,Akidah-Akhlak,59.9,53.5,17
MDR00040,1,Fikih,60.2,47.6,19
MDR00040,1,SKI,56.2,42.8,17
MDR00040,1,Quran-Hadis,61.4,44.0,18
MDR00040,1,Bahasa Arab,54.5,40.9,15
MDR00040,2,Akidah-Akhlak,58.7,43.7,17
MDR00040,2,Fikih,64.4,62.8,19
MDR00040,2,SKI,60.3,45.2,18
MDR00040,2,Quran-Hadis,58.7,47.8,16
MDR00040,2,Bahasa Arab,61.3,53.6,17
MDR00040,3,Akidah-Akhlak,65.1,66.6,19
MDR00040,3,Fikih,63.6,64.4,19
MDR00040,3,SKI,52.0,31.3,19
MDR00040,3,Quran-Hadis,58.9,44.9,21
MDR00040,3,Bahasa Arab,59.9,51.4,17
MDR00040,4,Akidah-Akhlak,60.0,55.3,20
MDR00040,4,Fikih,60.7,49.3,18
MDR00040,4,SKI,55.6,42.5,15
MDR00040,4,Quran-Hadis,59.2,46.8,15
MDR00040,4,Bahasa Arab,57.2,40.2,16
MDR00040,5,Akidah-Akhlak,54.0,33.4,21
MDR00040,5,Fikih,60.1,49.7,17
MDR00040,5,SKI,54.2,38.5,15
MDR00040,5,Quran-Hadis,60.1,48.9,16
MDR00040,5,Bahasa Arab,57.9,43.6,20
MDR00040,6,Akidah-Akhlak,62.9,57.5,18
MDR00040,6,Fikih,60.6,46.3,17
MDR00040,6,SKI,46.6,13.3,17
MDR00040,6,Quran-Hadis,55.9,39.6,20
MDR00040,6,Bahasa Arab,61.0,46.3,17
MDR00041,1,Akidah-Akhlak,67.2,60.6,32
MDR00041,1,Fikih,60.8,47.5,39
MDR00041,1,SKI,63.4,65.0,39
MDR00041,1,Quran-Hadis,62.8,48.9,36
MDR00041,1,Bahasa Arab,58.9,45.2,32
MDR00041,2,Akidah-Akhlak,69.1,75.3,33
MDR00041,2,Fikih,70.2,73.9,38
MDR00041,2,SKI,65.9,68.4,37
MDR00041,2,Quran-Hadis,69.8,74.4,38
MDR00041,2,Bahasa Arab,62.6,53.2,33
MDR00041,3,Akidah-Akhlak,69.5,80.6,37
MDR00041,3,Fikih,67.6,59.8,30
MDR00041,3,SKI,58.8,54.6,37
MDR00041,3,Quran-Hadis,69.0,73.5,38
MDR00041,3,Bahasa Arab,66.3,72.6,31
MDR00041,4,Akidah-Akhlak,73.5,73.8,32
MDR00041,4,Fikih,68.0,70.2,34
MDR00041,4,SKI,65.6,64.2,38
MDR00041,4,Quran-Hadis,68.7,72.6,40
MDR00041,4,Bahasa Arab,68.3,72.4,38
MDR00041,5,Akidah-Akhlak,63.5,49.8,37
MDR00041,5,Fikih,65.5,53.0,40
MDR00041,5,SKI,67.7,61.3,32
MDR00041,5,Quran-Hadis,71.7,73.2,34
MDR00041,5,Bahasa Arab,68.5,73.1,39
MDR00041,6,Akidah-Akhlak,72.5,79.9,38
MDR00041,6,Fikih,67.7,68.9,33
MDR00041,6,SKI,64.3,57.3,39
MDR00041,6,Quran-Hadis,71.0,78.5,37
MDR00041,6,Bahasa Arab,67.9,73.0,36
MDR00042,7,Akidah-Akhlak,75.2,89.9,68
MDR00042,7,Fikih,71.2,81.5,71
MDR00042,7,SKI,71.9,82.8,73
MDR00042,7,Quran-Hadis,70.4,72.1,71
MDR00042,7,Bahasa Arab,71.5,78.6,78
MDR00042,8,Akidah-Akhlak,73.8,83.4,70
MDR00042,8,Fikih,71.2,81.6,66
MDR00042,8,SKI,64.9,62.7,71
MDR00042,8,Quran-Hadis,72.3,86.4,70
MDR00042,8,Bahasa Arab,67.9,65.0,80
MDR00042,9,Akidah-Akhlak,62.7,52.5,70
MDR00042,9,Fikih,70.1,72.3,65
MDR00042,9,SKI,69.5,71.0,77
MDR00042,9,Quran-Hadis,72.3,69.7,62
MDR00042,9,Bahasa Arab,70.1,74.6,64
MDR00043,10,Akidah-Akhlak,74.0,83.0,38
MDR00043,10,Fikih,77.8,90.4,35
MDR00043,10,SKI,72.3,83.6,41
MDR00043,10,Quran-Hadis,77.6,93.2,32
MDR00043,10,Bahasa Arab,71.5,73.7,33
MDR00043,11,Akidah-Akhlak,77.9,93.7,31
MDR00043,11,Fikih,71.1,71.0,39
MDR00043,11,SKI,74.8,87.6,31
MDR00043,11,Quran-Hadis,74.1,76.5,33
MDR00043,11,Bahasa Arab,73.9,80.6,39
MDR00043,12,Akidah-Akhlak,73.0,81.6,41
MDR00043,12,Fikih,72.7,77.3,41
MDR00043,12,SKI,71.0,74.8,39
MDR00043,12,Quran-Hadis,74.4,86.3,35
MDR00043,12,Bahasa Arab,69.8,79.3,36
MDR00044,7,Akidah-Akhlak,75.3,84.3,178
MDR00044,7,Fikih,74.9,81.8,183
MDR00044,7,SKI,73.9,91.1,179
MDR00044,7,Quran-Hadis,78.8,87.8,157
MDR00044,7,Bahasa Arab,72.5,80.1,153
MDR00044,8,Akidah-Akhlak,71.0,80.6,153
MDR00044,8,Fikih,75.1,82.9,203
MDR00044,8,SKI,74.8,82.8,196
MDR00044,8,Quran-Hadis,78.3,98.4,175
MDR00044,8,Bahasa Arab,77.9,100,196
MDR00044,9,Akidah-Akhlak,78.9,88.4,181
MDR00044,9,Fikih,80.7,99.9,159
MDR00044,9,SKI,76.7,89.8,185
MDR00044,9,Quran-Hadis,74.7,81.0,185
MDR00044,9,Bahasa Arab,82.6,97.8,193
MDR00045,7,Akidah-Akhlak,76.2,89.1,113
MDR00045,7,Fikih,75.0,88.9,109
MDR00045,7,SKI,75.2,87.9,98
MDR00045,7,Quran-Hadis,79.2,100,117
MDR00045,7,Bahasa Arab,71.8,77.1,100
MDR00045,8,Akidah-Akhlak,75.3,82.5,106
MDR00045,8,Fikih,74.1,76.1,94
MDR00045,8,SKI,73.0,97.1,98
MDR00045,8,Quran-Hadis,76.1,83.6,120
MDR00045,8,Bahasa Arab,72.8,81.1,107
MDR00045,9,Akidah-Akhlak,76.9,96.5,112
MDR00045,9,Fikih,70.3,69.8,122
MDR00045,9,SKI,70.1,70.6,121
MDR00045,9,Quran-Hadis,74.5,90.1,119
MDR00045,9,Bahasa Arab,69.8,80.2,97
MDR00046,1,Akidah-Akhlak,66.8,58.9,22
MDR00046,1,Fikih,66.1,62.3,23
MDR00046,1,SKI,57.8,38.0,25
MDR00046,1,Quran-Hadis,62.6,57.4,20
MDR00046,1,Bahasa Arab,66.6,62.7,24
MDR00046,2,Akidah-Akhlak,64.8,70.3,20
MDR00046,2,Fikih,65.0,65.1,21
MDR00046,2,SKI,60.0,57.3,25
MDR00046,2,Quran-Hadis,64.0,63.0,26
MDR00046,2,Bahasa Arab,69.2,70.9,26
MDR00046,3,Akidah-Akhlak,68.6,69.1,24
MDR00046,3,Fikih,65.0,52.8,22
MDR00046,3,SKI,60.2,40.9,24
MDR00046,3,Quran-Hadis,65.7,70.7,26
MDR00046,3,Bahasa Arab,66.1,57.3,20
MDR00046,4,Akidah-Akhlak,70.9,75.3,23
MDR00046,4,Fikih,60.0,56.5,24
MDR00046,4,SKI,59.6,51.0,25
MDR00046,4,Quran-Hadis,63.3,58.6,22
MDR00046,4,Bahasa Arab,62.6,62.5,26
MDR00046,5,Akidah-Akhlak,66.8,67.5,23
MDR00046,5,Fikih,66.4,65.1,20
MDR00046,5,SKI,56.9,46.3,23
MDR00046,5,Quran-Hadis,63.3,61.2,20
